,open,high,low,close,volume,rsi
2022-02-11 09:05:00-06:00,227.08909606933594,227.8000030517578,226.5,226.5561981201172,517223,37.29331817412481
2022-02-11 09:10:00-06:00,226.50999450683594,226.5800018310547,224.5800018310547,225.31179809570312,1454238,31.635275625665837
2022-02-11 09:15:00-06:00,225.33290100097656,225.41529846191406,224.4199981689453,225.2100067138672,887198,31.218044631959398
2022-02-11 09:20:00-06:00,225.19000244140625,225.85000610351562,225.1085968017578,225.6199951171875,575776,34.93994393340179
2022-02-11 09:25:00-06:00,225.5449981689453,225.86790466308594,224.83099365234375,225.1699981689453,511461,32.839508079553006
2022-02-11 09:30:00-06:00,225.1699981689453,226.10000610351562,225.02999877929688,225.27999877929688,563186,33.88579835054575
2022-02-11 09:35:00-06:00,225.32899475097656,226.25,224.85000610351562,226.0998992919922,544160,41.23451330843195
2022-02-11 09:40:00-06:00,226.0500030517578,226.25,225.27999877929688,226.00999450683594,470756,40.70029285536159
2022-02-11 09:45:00-06:00,226.00999450683594,226.47000122070312,225.55999755859375,225.9199981689453,321670,40.13968355774396
2022-02-11 09:50:00-06:00,225.91000366210938,226.15989685058594,224.9499969482422,225.44000244140625,342240,37.19684721721392
2022-02-11 09:55:00-06:00,225.44000244140625,225.5800018310547,224.77000427246094,225.06959533691406,362152,35.060662035762356
2022-02-11 10:00:00-06:00,225.0800018310547,226.30999755859375,224.7899932861328,226.24630737304688,381936,45.72447196403144
2022-02-11 10:05:00-06:00,226.22000122070312,226.22000122070312,224.75999450683594,224.9355010986328,344757,38.19935046559294
2022-02-11 10:10:00-06:00,224.9600067138672,225.3498992919922,224.6199951171875,225.02000427246094,351283,38.89749131730487
2022-02-11 10:15:00-06:00,224.97000122070312,225.1300048828125,224.5,225.110107421875,391916,39.67995342293691
2022-02-11 10:20:00-06:00,225.11000061035156,225.47999572753906,225.04649353027344,225.2899932861328,289536,41.29621672704983
2022-02-11 10:25:00-06:00,225.27999877929688,225.31500244140625,224.4499969482422,224.5399932861328,346375,36.86144098899883
2022-02-11 10:30:00-06:00,224.52999877929688,225.0800018310547,224.05380249023438,224.125,354794,34.644470965108894
2022-02-11 10:35:00-06:00,224.14999389648438,224.35000610351562,223.61000061035156,224.0800018310547,472393,34.40285785927954
2022-02-11 10:40:00-06:00,224.0500030517578,224.3000030517578,223.61000061035156,224.10350036621094,454832,34.659130412528754
2022-02-11 10:45:00-06:00,224.08999633789062,225.41000366210938,224.08999633789062,225.10989379882812,637444,44.63526091333374
2022-02-11 10:50:00-06:00,225.10000610351562,225.1300048828125,224.47000122070312,224.64999389648438,344799,41.515858248840416
2022-02-11 10:55:00-06:00,224.63999938964844,225.12229919433594,224.5,224.8800048828125,346066,43.63741291477829
2022-02-11 11:00:00-06:00,224.8350067138672,224.85989379882812,224.2899932861328,224.74000549316406,279922,42.6238948753742
2022-02-11 11:05:00-06:00,224.7052001953125,224.74879455566406,224.4470977783203,224.50999450683594,179654,40.94144261221915
2022-02-11 11:10:00-06:00,224.5050048828125,224.86000061035156,224.47999572753906,224.52499389648438,183078,41.10470266312749
2022-02-11 11:15:00-06:00,224.52999877929688,224.58999633789062,223.8300018310547,224.1197052001953,261115,38.04440626350445
2022-02-11 11:20:00-06:00,224.13999938964844,224.24000549316406,223.85000610351562,224.14999389648438,272595,38.4134337740895
2022-02-11 11:25:00-06:00,224.110107421875,224.64999389648438,223.97999572753906,224.4550018310547,322082,42.150195096797724
2022-02-11 11:30:00-06:00,224.4499969482422,224.80999755859375,224.33059692382812,224.3488006591797,273656,41.21254319481855
2022-02-11 11:35:00-06:00,224.33999633789062,224.8800048828125,224.31280517578125,224.8800048828125,237879,47.5031454488464
2022-02-11 11:40:00-06:00,224.86500549316406,224.9600067138672,224.1199951171875,224.13999938964844,282256,40.93216236431616
2022-02-11 11:45:00-06:00,224.15499877929688,224.15499877929688,223.4904022216797,223.61000061035156,361028,36.986041004567234
2022-02-11 11:50:00-06:00,223.6199951171875,223.7100067138672,222.82000732421875,222.9268035888672,475394,32.620375265229896
2022-02-11 11:55:00-06:00,222.94000244140625,223.1699981689453,222.80999755859375,223.02999877929688,286407,33.889720631620364
2022-02-11 12:00:00-06:00,223.02000427246094,223.17999267578125,222.61399841308594,222.82440185546875,278324,32.573124798391895
2022-02-11 12:05:00-06:00,222.85000610351562,223.47000122070312,222.67010498046875,223.2722930908203,317373,38.20530231257658
2022-02-11 12:10:00-06:00,223.29989624023438,223.39999389648438,222.26939392089844,222.5850067138672,445846,33.57125247454448
2022-02-11 12:15:00-06:00,222.61000061035156,222.8000030517578,222.5,222.5281982421875,88987,33.2126603255691
2022-02-11 12:16:23-06:00,222.41900634765625,222.41900634765625,222.41900634765625,222.41900634765625,0,32.494202799752145
