,open,high,low,close,volume,rsi
2022-02-11 10:15:00-06:00,3.325500011444092,3.3299999237060547,3.309999942779541,3.329900026321411,356623,42.70579703704039
2022-02-11 10:20:00-06:00,3.319999933242798,3.3450000286102295,3.319999933242798,3.3296000957489014,153401,42.65048124491037
2022-02-11 10:25:00-06:00,3.325000047683716,3.3299999237060547,3.2899999618530273,3.3017001152038574,443569,37.75191347743203
2022-02-11 10:30:00-06:00,3.309999942779541,3.3285999298095703,3.2799999713897705,3.2850000858306885,167263,35.14957780223462
2022-02-11 10:35:00-06:00,3.2899999618530273,3.2999000549316406,3.259999990463257,3.2611000537872314,310031,31.773901303091552
2022-02-11 10:40:00-06:00,3.259999990463257,3.279900074005127,3.259999990463257,3.2683000564575195,200801,33.835410089233946
2022-02-11 10:45:00-06:00,3.266400098800659,3.2850000858306885,3.259999990463257,3.2690999507904053,237368,34.07373955502098
2022-02-11 10:50:00-06:00,3.2609000205993652,3.26990008354187,3.190000057220459,3.211899995803833,890253,26.674379101724675
2022-02-11 10:55:00-06:00,3.218600034713745,3.234999895095825,3.200000047683716,3.2249999046325684,379742,30.40197291910452
2022-02-11 11:00:00-06:00,3.2249999046325684,3.240000009536743,3.2200000286102295,3.239000082015991,234689,34.248999171231084
2022-02-11 11:05:00-06:00,3.240000009536743,3.299999952316284,3.240000009536743,3.2999000549316406,365265,47.77266254586643
2022-02-11 11:10:00-06:00,3.298099994659424,3.3499999046325684,3.2899999618530273,3.339200019836426,710981,54.30436572016557
2022-02-11 11:15:00-06:00,3.3299999237060547,3.4800000190734863,3.3299999237060547,3.430000066757202,2056894,65.14914248494688
2022-02-11 11:20:00-06:00,3.4300999641418457,3.4398999214172363,3.390000104904175,3.409899950027466,536417,61.66054809908338
2022-02-11 11:25:00-06:00,3.4001998901367188,3.4200000762939453,3.390000104904175,3.3949999809265137,311314,59.132755922084726
2022-02-11 11:30:00-06:00,3.390500068664551,3.4198999404907227,3.380000114440918,3.4000000953674316,229512,59.72938106193138
2022-02-11 11:35:00-06:00,3.4000000953674316,3.440000057220459,3.399899959564209,3.4200000762939453,496385,62.11203927616674
2022-02-11 11:40:00-06:00,3.424999952316284,3.424999952316284,3.380000114440918,3.390500068664551,184342,56.77603988424894
2022-02-11 11:45:00-06:00,3.390500068664551,3.3949999809265137,3.369999885559082,3.380000114440918,97717,54.96601641100591
2022-02-11 11:47:06-06:00,3.3893001079559326,3.3893001079559326,3.3893001079559326,3.3893001079559326,0,56.29503130087029
